;118
skirting;1
skull;1
slain;1
slang;1
slater;1
slaughter;3
slaughtered;1
slaughtering;2
slave;112
slave-owning;2
slave-state;2
slaveholder;1
slaveholding;1
slavery;149
slavery%--no;1
slavery--that;1
slavery3;1
slaves;55
slaves%--more;1
slaves--should;1
slaves1;1
sleep;1
sleeping;1
sleighs;1
slept;2
slew;1
slidell;3
slight;2
slightly;1
slipped;2
slitting;1
sloane;1
sloans;1
sloop;3
sloops;4
slope;4
slow;7
slower;1
slowly;10
slung;1
small;44
smaller;1
smash;1
smeared;3
smith;16
smiths;1
smoke;8
smokestack;2
smokestacks;1
smooth;1
smoother;1
smuggle;2
smuggled;3
smugglers;1
smuggling;1
snake;3
sneer;1
snow;2
snow-white;1
snowballs;1
snowed;1
snowstorm;1
so;269
so-called;3
soaked;1
sociability;1
social;11
socialism;1
socialist;6
societies;8
society;14
society1;2
socks;3
sod;4
soil;43
soil%--before;1
soil1;1
sold;53
soldier;8
soldier--count;1
soldiers;29
sole;9
solemnly;1
solicit;2
solicitation;1
solid;2
solis;4
solve;1
solved;1
some;172
somers;2
sometimes;9
somewhat;1
somewhere;5
son;6
song;1
songs;1
songster;1
sonora;1
sons;4
soon;85
sooner;10
soot;1
sooty;2
sorcery;1
sorely;2
sorry;1
sort;24
sort--hardware;1
sorts;8
soto;5
sought;4
soul;2
souls;2
sound;7
sounded;1
soundness;1
sounds;5
source;11
sources;10
south;253
south%--had;1
south%--in;1
south%--southern;1
south%--the;1
south%--thus;1
southampton;1
southeast;1
southeastern;2
southeastward;1
southern;55
southward;18
southwest;10
southwest%;1
southwest%--now;1
southwest%--while;1
southwestern;4
southwestward;2
sovereign;4
sovereignty;17
sovereignty%--the;1
sown;1
space;2
spain;83
spain%--about;1
spain%--the;1
spains;2
spaniard;2
spaniards;23
spanish;44
spanned;1
spare;2
spared;1
sparks;1
sparkss;1
speak;3
speaker;7
speaking;3
spears;1
special;12
specie;27
specific;1
specified;4
specimen;1
spectacled;1
spectators;2
speculate;2
speculating;2
speculation;6
speculation%--never;1
speculator;1
sped;1
speech;15
speeches;9
speed;5
speedily;2
speedwell;3
speedy;1
spelling;1
spending;2
spent;13
spice;1
spices;3
spies1;1
spiked;3
spikes;2
spin;1
spinning;1
spirit;3
spirited;2
spirits;3
spite;5
splendid;9
split;11
spoke;5
spoken;2
spool;1
spot;9
spottsylvania;2
sprang;8
spread;22
spreading;3
spring;19
springfield;9
springs;6
sprinkle;1
spruce-tree;1
spy;2
squadron;5
squadrons;1
squads;1
square;9
squashes;1
squatter;4
squatters;5
sr;1
ss;1
st;78
stable;1
stack;1
staff;1
stage;10
stage%--by;1
stagecoach;5
stagecoach-and-four;1
stagecoaches;4
stages;2
staid;1
stairs;1
stake;5
stake%--thus;1
stakes;1
stalls;1
stamford;3
stamp;33
stamp-act;1
stamped;9
stamps;21
stand;8
standard;10
standing;7
standish;3
stands;6
standstill;1
stanton;4
stanwix;4
stanwoods;1
staple;5
staples--rice;1
star;4
star-spangled;3
staring;1
stark;2
stars;3
start;6
started;31
starting;1
startled;1
starvation;2
starved;4
starving;1
state;327
state%--the;1
state1;2
state2;1
stated;4
statehood;1
statehouse;3
statement;4
statements;3
staten;4
states;738
states%;2
states%--by;1
states%--from;1
states%--idaho;1
states%--in;2
states%--lest;1
states%--money;1
states%--the;1
states%--these;1
states%--tyler;1
states%--what;1
states%--when;1
states%--while;1
states--17871;1
states--an;1
states--colorado;1
states--while;1
states-|original;1
states1;4
statesmen;1
stating;1
station;6
stationary;1
stationed;7
stations;5
statistics;1
statuary;1
statue;1
stature;1
status;5
staves;1
stay;4
steadfast;1
steadily;9
steady;2
stealing;1
steam;25
steam-boat;1
steamboat;21
steamboat%l;1
steamboats;13
steamboats%--but;1
steamboats%--this;1
steamed;1
steamer;4
steamers;1
steaming;2
steamship;4
steamships;1
steamships%--progress;1
steel;5
steels;1
steep;3
steered;2
stenographer;1
step;14
stephen;11
stephens;5
stephenson;3
stepped;2
steps;6
sterling;1
stern;1
stern1;1
steuben;3
stevens;5
stevenson;4
stevenss;1
stewart;2
sticks;1
still;45
stillwater;2
stimulate;1
stimulated;1
stir;2
stirred;3
stock;4
stockade;5
stockades;1
stocked;1
stockholders;1
stockings;2
stocks;3
stockton;4
stockyards;1
stole;2
stone;6
stones;6
stonewall;2
stonington;4
stony;6
stood;17
stop;27
stoppage;1
stopped;30
stopped%--believing;1
stopping;3
store;2
stored;6
storehouse;1
storekeeper;1
stores;12
stories;2
storm;9
stormed;1
storming;1
storms;2
story;14
stout;1
stoutly;2
stove;5
stove--moravian%;1
stoves;2
stowe;2
straggling;1
straight;5
strait;5
stranded;1
strange;4
stranger;1
strangers;1
strap;2
strapped;1
straps;1
stratford;1
straw;4
stream;14
streams;8
street;14
streets;17
strengthening;4
stretch;2
stretched;9
stretches;3
stretching;3
strict;2
strictly;2
strife;1
strike;3
striking;3
string;2
stringency;1
stringent;3
stringers;1
strings;1
strip;17
stripe;1
striped;1
stripes;4
strips;2
stroke;1
strokes;1
strong;22
stronger;2
strongest;1
stronghold;5
strongholds;2
strongly;10
struck;12
structures;5
struggle;63
struggled;1
struggling;1
stuart;2
stubborn;2
stubbornly;1
student;1
studied;1
study;2
studying;1
stump;1
stuyvesant;2
style;2
style--that;1
sub;1
subdirectory;1
subdue;2
subject;16
subjects;7
subjugation;1
sublime;1
submarine;2
submission;2
submit;6
submitted;15
submitting;2
subscribe;1
subscribed;2
subscription;1
subsequent;1
subsided;1
subsidy;1
subsistence;1
subsisting;1
substance;4
substitute;1
substituted;2
subtract;1
subtracting;1
subtreasuries;1
subtreasury;3
subversive;1
succeed;4
succeeded;20
succeeded1;1
success;13
success--just;1
successes;4
successful;10
successfully;2
succession;8
succession%--the;1
successive;1
successor;3
successors;1
such;163
sudden;2
suddenly;12
suddenness;1
sue;3
sued;1
suffer;2
sufferable;1
sufferance;1
suffered;8
suffering;7
sufferings;1
sufficient;6
suffrage;3
suffragists;1
sugar;18
sugar-making;1
suggested;8
suggestion;1
suggestions;1
suit;3
suitable;2
suited;2
suits;1
sullen;1
sullivan;3
sullivans;1
sulphuric;1
sum;10
summary;34
summed;1
summer;27
summit;6
summon;2
summoned;8
sumner;2
sumners;2
sums;9
sumter;25
sun;2
sunday;10
sundown;1
sung;1
sunk;5
sunrise;5
sunset;4
sunshine;1
superintendent;1
superior;3
superiority;1
superseded;2
superstition;1
supervise;1
supervision;1
supervisors;1
supper;1
supplanted;1
supplied;5
supplies;14
supply;1
support;25
supported;8
supporter;1
supporters;1
supporting;2
suppose;1
supposed;16
supposing;3
suppress;5
suppressed;2
suppressing;1
suppression;2
supremacy;1
supremacy1;1
supreme;22
sure;5
surely;1
surface;1
surgeon;1
surging;1
surmounting;1
surpassed;2
surpasses;2
surplus;23
surprise;4
surprised;5
surprising;2
surrender;34
surrendered;25
surrenders;3
surround;3
surrounded;7
surroundings;1
survey;1
surveying;1
surveyors;1
survive;2
survivors;1
suspend;6
suspended;13
suspension;7
susquehanna;3
sutherland;2
sutter;3
sutters;4
swallow;1
swamp;2
swamps;3
swarm;1
swarmed;2
swarms;1
swarthy;1
swear;1
swearing;1
sweden;11
swedes;11
swedish;3
sweep;1
sweeping;1
sweeps;1
swell;1
swept;10
swift;2
swift-sailing;1
swing;1
swiss;1
sword;2
swords;1
sworn;5
swung;1
symmes;2
sympathized;2
sympathizers;2
sympathy;7
syndicates;1
synonymous;1
syracuse;1
syria;1
system;25
system%--yet;1
systems;1
t;5
table;1
tables;2
tack;1
taft;5
taft%--for;1
tafts;1
tailors;1
take;76
taken;80
taken%--meanwhile;1
takes;7
taking;29
talked;2
tall;1
tampa;1
tampering;1
tampers;1
tampico;1
taney;3
tank;3
tanned;1
tape;1
tar;2
tarbells;1
tariff;49
tariff%--these;1
tariffs;1
tarleton;2
tarrytown;1
task;1
tattered;2
taught;4
tavern;5
taverns;2
tax;59
tax%--the;1
taxation;13
taxed;8
taxes;34
taxes%--for;1
taxing;6
taxpayers;1
taylor;21
taylor%;1
taylors;2
tea;31
teach;1
teacher;3
teachings;2
teams;2
tear;1
tearing;2
tecumseh;2
tecumthe;1
telegram;2
telegraph;19
telegraph%--think;1
telegraphed;1
telegraphic;1
telegraphs;5
telegraphy;1
telephone;3
telephones;2
tell;6
tell1;1
telling;1
tells;1
temperance;3
templars;1
temporarily;1
temporary;8
tempore;3
tempt;1
tempted;1
tempting;1
ten;38
ten-cent;1
ten-gun;1
ten-mile;1
ten-year;1
tended;1
tender;12
tenn;1
tennessee;47
tenor;3
tenor%--then;1
tens;2
tent;1
tenth;2
tents;4
tenure;9
term;23
term%--during;1
terminate;1
termination;1
terms;41
terrible;4
terrified;1
terrify;1
territorial;13
territories;59
territories%--hardly;1
territories%--what;1
territory;146
territory%--the;1
terror;2
terrors;1
terry;2
tested;1
testimony;1
texan;1
texans;2
texas;68
texas%;1
text;4
thames;5
thames%--perrys;1
than;160
thanks;2
that--carts;1
thatchers;1
thatching;1
thayer;2
the;12052
theater;1
theaters;1
theatrical;1
their;409
them2;1
then;270
thence;8
thenceforth;3
theodore;5
there;260
there--the;1
thereabout;1
thereafter;2
thereby;1
therefore;91
therefrom;2
therein;1
thereof;8
thereupon;13
thick;5
thickest;1
thing;14
things;43
things--taxation;1
think;2
thinking;3
thinner;2
third;56
third-term;2
thirds;7
thirst;1
thirteen;32
thirteenth;11
thirties;2
thirty;19
thirty-eight;1
thirty-first;2
thirty-five;3
thirty-four;4
thirty-one;2
thirty-seven;2
thirty-six;1
thirty-two;1
thirty-two-gun;1
thither;2
thomas;44
thompson;2
thongs;1
thorough;1
thoroughly;2
thorpes;1
though;24
thought;31
thoughts;1
thousand;19
thousands;19
thread;4
threat;1
threaten;1
threatened;4
threatening;1
threats;1
three;162
three-fifths;1
three-hilled;1
three-months;1
threshed;3
threshing;3
threw;8
thrift;1
thrifty;1
thrive;1
thriving;2
throne;5
throng;1
through;73
throughout;4
throw;1
throwing;1
thrown;5
thrust;1
thundering;1
thurman;2
thursday;1
thursdays;1
thurstons;1
thus;88
ticket;3
tickets;5
ticonderoga;8
tide;3
tierra;1
tight;1
tigris;1
tilden;4
till;139
timber;2
time;220
time--to;1
time-saving;3
time1;2
timely;1
times;70
tin;1
tin-can-making;1
tippecanoe;4
tippecanoe%--as;1
tire;1
tired;2
title;10
titles;2
titusville;1
tj;3
to;3959
to-day;12
to-night;1
toasts;1
tobacco;23
tobacco%--in;1
tobacco-growing;1
toed;1
together;20
toiling;1
token;2
told;18
told--there;1
toledo;2
tolerant;1
tolerated;1
toleration;2
tolls;1
tom;1
tomahawk;1
tomahawked;1
tomato;2
tombeckbee;2
tompkins;3
toms;2
ton;2
tonty;5
too;40
took;105
tools;2
top;9
topeka;6
tops;2
topsy;1
toral;1
torch;1
tore;1
tories;3
torn;2
toronto;1
torrent;1
torturing;1
tory1;1
total;6
totally;1
touch;3
touched;5
toulouse;2
toward;29
towards;12
tower;5
town;50
towne;2
towns;61
towns%--a;1
towns%--fed;1
towns1;1
townshend;9
township;1
townships;1
toy;1
traced;1
track;1
tracks;2
tract;15
tracts;6
trade;125
trade--in;1
trade--that;1
trade--the;1
trademark;10
trademark/copyright;1
trader;3
traders;5
trades;8
tradesmen;1
trading;18
tradition;2
tradition%--another;1
traditions;1
traffic;1
trail;4
trails;2
trails%--some;1
train;8
trained;1
trains;4
traitor;2
traits;2
tranquillity;2
transcribe;1
transcribers;2
transcription;1
transfer;2
transferred;1
transformed;3
transient;1
transit;1
translation;1
transmit;1
transport;1
transportation;20
transported;1
transports;2
trappers;2
travel;16
travel%--we;1
traveled;1
traveler;5
travelers;2
traveling;4
traversed;2
treacherous;1
treachery;2
tread;2
treason;9
treasure;1
treasurer;1
treasury;51
treasury%--but;1
treat;4
treated;5
treaties;10
treaties--one;1
treating;1
treatment;11
treaty;95
treaty%--webster;1
trebles;1
tree;5
trees;15
tremendous;2
tremont;1
trent;12
trenton;9
trenton%--lee;1
trepassey;1
trespassing;1
tri-mountain;1
trial;10
tribe;6
tribes;15
tribes%--all;1
tribunal;1
tributaries;2
tribute;4
tribute%--as;1
trickery;1
tricolor;1
tried;22
trifle;1
trinidad;1
trinity;1
trip;6
tripoli;4
trips;1
triumph;4
triumphal;2
triumphantly;1
triumphed;3
triumphs;1
trolley;2
troops;65
trouble;8
troubles;6
troublesome;4
troy;1
true;12
trunk;3
trust;4
trusted;1
trusted2;1
trustees;1
trusting;1
trusts;6
truth;1
truths;2
truxton;3
try;5
trying;6
tuckers;1
tuesdays;1
turks;3
turn;16
turned;33
turning;9
turning-point;1
turnouts;3
turnpike;4
turnpikes;2
turns;1
turret;1
turtle--its;1
tuscarora;1
tuscaroras;2
tuth;1
twain;2
twelfth;4
twelve;12
twelve-gun;1
twelvemonth;1
twenty;34
twenty-eight;2
twenty-eight-gun;1
twenty-five;10
twenty-four;3
twenty-four1;1
twenty-nine;1
twenty-one;6
twenty-seven;2
twenty-six;2
twenty-third;1
twenty-three;2
twenty-two;4
twenty-two-gun;1
twice;10
twice1;2
twists;1
two;242
two-horse;1
two-thirds;1
tying;1
tyler;16
tylers;2
types;1
typewriter;4
typical;2
tyrannical;1
tyrannis;1
tyranny;1
tyrants;2
u;5
ultimate;1
unable;9
unacknowledged;1
unalienable;1
unanimous;2
unbearable;2
unbonded;2
unbounded;1
unbroken;4
uncle;4
uncomfortable;1
unconditional;1
unconstitutional;4
undefined;1
undemocratic;1
under;189
underground;3
undergrowth;1
underneath;1
understand;7
understanding;2
understood;6
undertaken;2
undertaking;1
undertook;4
undeterred;1
undeveloped;1
unearthed;1
unearthly;1
uneducated;1
unenforceability;1
unequal;1
unexpectedly;2
unfair;1
unfinished;1
unfit;4
unflinching;1
unforeseen;1
unguarded;1
unhappily;1
unhappy;1
unharmed;1
uniform;6
uniformity;1
uninhabited;2
union;171
union%--as;1
union%--the;1
union1;1
unions;3
unit;2
unite;6
united;404
unites;1
universal;3
university;2
unjust;2
unknown;15
unlawful;1
unless;32
unlike;7
unlimited;6
unlink;1
unlooked-for;1
unmanageable;1
unmercifully;1
unmolested;2
unnecessarily;1
unnecessary;2
unorganized;1
unpardoned;1
unreasonable;1
unreconstructed;2
unredeemed;1
unruly;2
unseaworthy;1
unserviceable;1
unskilled;2
unsolicited;1
unsuccessful;1
until;16
unto;1
untouched;2
unusual;3
unvexed;1
unwise;1
up;250
updated;1
upheld;2
upon;18
upper;8
uprising;2
upset;2
upsets;1
upside;1
upwards;1
urge;1
urged;9
urging;2
usage;1
use;71
used;60
useful;5
usefulness;1
useless;3
user;3
uses;2
using;13
usselinx;2
usual;7
usually;4
usurpations;2
ut;1
utah;19
utensils;5
utensils--clearing;1
utica;5
utility;1
utilize;1
utmost;1
utrecht;7
utterly;15
v;4
va;5
vaca;5
vacancies;5
vacant;3
vacated;1
vagrants;2
vail;2
vain;5
vain1;1
vainly;1
valentia;1
valid;1
valley;101
valleys;10
valuable;2
value;36
valued;1
valueless;1
van;35
vancouver;1
vanilla;3
vanished;1
vans;2
varieties;1
variety;1
various;16
varying;3
vasco;2
vassalage;1
vast;8
vastly;2
vault;1
vaults;1
vees-tah;1
vehicle;1
vehicles;1
vellum;3
venango;2
vendue;1
venezuela;9
venezuelan;2
vengeance;2
venice;3
ventured;2
ventures;2
venus;1
vera;4
verde;2
vermilion;1
vermont;26
vermont2;1
vernon;3
vernon%;1
version;1
versions;1
very;93
ves-poot-chee;1
ves-pu-she-us;1
vespucci;2
vespucius;6
vespucius2;1
vessel;18
vessels;60
vest;1
vested;2
vestibuled;1
veteran;2
veterans;2
veto;11
vetoed;13
vetoes;2
vevay;3
vexation;1
vi;3
vice;47
vice-admiralty;4
vice-pres;1
vice-presidential;2
vices;1
vicinity;4
vicious;1
vicissitudes;2
vicksburg;14
vicksburg%--the;1
victims;1
victories;16
victorious;1
victory;28
view;11
viewed;1
viewing;1
views;5
vigor;1
vigorous;3
vigorously;4
vii;3
viii;5
village;14
villages;13
villages%---east;1
villainy;1
vincennes;3
vindicated;1
vinegar;1
vineyard;1
violated;3
violates;2
violating;1
violation;2
violence;2
violent;6
violently;2
virgin;2
virginia;173
virginia%--as;1
virginia%--meantime;1
virginia%--much;1
virginia%--the;1
virginia%--when;1
virginia1;3
virginian;2
virginians;1
virtually;1
virtue;2
virus;1
visible;2
visit;5
visited;4
visiting;1
vista;3
vital;2
vitals;1
voice;1
voices;1
void;7
vol;106
volley;2
volume;2
voluntarily;1
voluntary;2
volunteer;4
volunteers;14
von;3
vote;55
voted;25
voter;1
voters;8
votes;24
voting;8
vowed;1
voyage;21
voyage%--of;1
voyager;2
voyages;16
vs;1
vt;1
vulcanization;1
vulcanizing;1
vulgar;1
vulnerable;1
w;18
wabash;4
wachusett;2
waddell;1
wage;2
wages;11
waging;1
wagon;11
wagoned;2
wagons;19
wailed;1
waist;1
wait;2
waited;5
waiting;8
walk;1
walked;3
walking;1
walks;1
wall;1
walla;4
walls;2
walter;4
wampanoag;1
wampanoags;1
wander;1
wandered;6
wandering;2
wanders;2
waned;1
want;4
wanted;38
wanted%--splendid;1
wanting;3
wants;1
war;337
war%;1
war%--during;2
war%--in;2
war%--such;1
war%--the;2
war%--thus;1
war%--vast;1
war--no;1
war1;4
ward;5
ware;1
warehouses;3
wares;5
warfare;6
warfields;1
warlike;3
warm;2
warmed;1
warn;2
warned;1
warner;1
warning;1
warpath;3
warrant;1
warranties;3
warranty;2
warren;3
warrens;1
warriors;1
wars;8
wars%--again;1
warships;1
wart;2
was;2348
washed;1
washington;191
washington%;1
washington%--further;1
washingtons;10
wasp;6
waste;2
watauga;3
watch;1
watching;2
watchman;2
watchword;1
water;28
water-power;1
waterford;1
watering;1
waterloo;2
waterproof;1
waters;17
waters1;1
watertown;4
waterways;1
waterways%--operations;1
watlings;3
watson;2
waubunsee;1
wave;1
waved;1
waves;1
way;112
waybill;1
waylaid;1
waylay;1
wayne;7
wayne%--not;1
ways;13
wayside;2
weak;5
weaken;1
weakened;2
wealth;6
wealthy;1
weapon;1
weapons;3
wear;5
weary;1
weather;6
weathered;1
weaver;3
web;6
webster;13
webster-ashburton;3
webster2;1
websters;3
wednesday;7
week;13
weekly;1
weeks;19
weigh;1
weighed;2
weighing;1
weight;3
weighty;1
weitzel;2
welcome;1
welcoming;1
welding;1
welfare;2
well;36
well-beaten;1
well-established;1
well-nigh;1
wells;4
welsh;1
welshman;1
went;162
wept;1
were;1169
west;221
west%--from;1
west%--in;1
west%--the;1
west%--this;1
west--the;2
west1;1
western;63
western-built;1
westfield;1
westinghouse;1
westport;1
westward;39
westward-flowing;1
wethersfield;4
weyler;1
wf;1
wh;1
whale;2
whalers;1
whaling;1
whalley;2
wharf;1
whatsoever;3
wheat;6
wheat-fields;1
wheel;8
wheelbarrows;1
wheeler;3
wheeling;5
wheels;2
whence;6
whenever;5
whereabouts;1
whereby;2
whereon;1
whereupon;19
wherever;6
wherewith;2
whether;14
whig;14
whigs;28
whigs%--the;1
while;81
whip;2
whipped;2
whirled;1
whirling;1
whisked;1
whisky;5
whistle;1
white;44
white-covered;1
whitehaven;1
whitelaw;2
whites;8
whither;3
whitman;2
whitney;4
whitneys;1
whoever;4
whole;44
wholesome;1
wholly;4
wide;10
widely;2
widespread;3
widest;2
widows;1
width;1
wife;4
wig;1
wigs;1
wigwam;1
wigwams;1
wigwams--rude;1
wilcox;1
wild;8
wildcat;2
wilderness;19
wilkes;4
will;57
willful;1
william;78
williams;17
williamsburg;4
williamss;1
willing;2
willingly;1
wilmington;11
wilmot;10
wilmot-proviso;1
wilson;10
wilsons;2
win;2
winchester;7
wind;2
windmill;1
windmills;1
window;5
windows;6
winds;1
windsor;3
wine;1
wines;1
wines--which;1
winfield;7
wing;4
wings;2
winning;2
wins;2
winslow;1
winsors;3
winter;30
winthrop;3
wire;2
wires;2
wirt;3
wisconsin;11
wisdom;2
wise;6
wisely;1
wiser;1
wish;6
wished;6
wishing;2
with;773
withdraw;5
withdrawal;7
withdrawn;3
withdraws;1
withdrew;6
within;41
without;87
witnessed;2
witt;4
wives;2
wolf;3
wolfe;12
wolfe%--but;1
woman;6
womans;1
women;19
women1;1
won;24
wonder;3
wonderful;5
wood;6
woodburns;1
wooden;12
woodland;1
woods;12
woodsmen;1
wool;5
woolen;7
woolly;1
worcester;3
word;17
words;16
wore;6
work;107
work1;2
worked;10
workers;1
working;6
workingman;5
workingman%--every;1
workingmen;5
workings;1
workman;1
workmen;1
works;40
world;59
world%--in;1
world--the;1
worldly;2
worlds;3
wormd;1
worn;4
worse;12
worship;4
worst;3
worth;10
worthies;1
worthless;3
worthy;1
would;303
wound;2
wounded;14
wounded1;1
wounding;2
wounds;3
woven;1
wrangles;1
wrath;2
wreck;4
wrecked;3
wrecking;1
wrecks;1
wrights;1
write;6
writer;2
writes;2
writing;6
writings;1
writs;1
written;19
wrong;1
wrote;6
ws;1
wt;2
wwwgutenbergorg;3
wyeth;2
wyoming;17
x;7
xi;2
xii;2
xiii;2
xiv;3
xix;2
xv;5
xvi;2
xvii;2
xviii;2
xx;2
xxi;2
xxii;2
xxiii;2
xxiv;2
xxix;2
xxv;2
xxvi;2
xxvii;2
xxviii;2
xxx;2
xxxi;2
xxxii;2
xxxiii;2
xxxiv;2
xxxv;2
y;4
yard;6
yard1;1
yards;3
yarn;1
yarns;1
yates;2
yazoo;2
year;121
year--a;1
yearly;4
years;182
years1;1
years2;1
yeas;1
yell;2
yellow;3
yelowish;1
yes;6
yes--yes--to;1
yet;47
yield;10
yielded;8
yields;1
york;227
york%--an;1
york%--our;1
york--contained;1
york1;3
york2;1
yorkers;1
yorktown;7
young;19
your;18
youth;2
z;4
zachary;4
zeal;2
zebulon;4
zho-le-a;1
zipped;1
zoo-nyee;1
zuni;3
{a;1
{absence;1
{bad;1
{cotton;1
{distribution;1
{movement;1
{newspapers;1
{number;1
{pittsburg;1
{population;1
{size;1
{slavery;1
{the;3
{towns;1
{whitney;1
|;306
|--+-+-+;1
|---------------------------------------------;1
|--the;1
|1;1
|1777;1
|2;1
|adopted;1
|defects;1
|demands;1
|derived;1
|in;1
|ordinance;2
|secretary;1
|sources;1
|the;3
|trade;1
||;3
||||;1
};1
}---------<;1
}cloth;1
}hat;1
}iron;1
}ralegh;1
}the;3
